show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,primary_genre
s408,Chhota Bheem & Ganesh,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",Unknown,2021-07-22 00:00:00,2009,TV-Y7,68 min,Children & Family Movies,Children & Family Movies
s409,Chhota Bheem & Krishna: Mayanagari,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",Unknown,2021-07-22 00:00:00,2011,TV-Y7,67 min,Children & Family Movies,Children & Family Movies
s410,Chhota Bheem & Krishna: Pataliputra- City of the Dead,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Arun Shekher, Sanchit Wartak",Unknown,2021-07-22 00:00:00,2010,TV-Y7,66 min,Children & Family Movies,Children & Family Movies
s411,Chhota Bheem And The Broken Amulet,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",India,2021-07-22 00:00:00,2013,TV-Y7,64 min,Children & Family Movies,Children & Family Movies
s412,Chhota Bheem And The Crown of Valhalla,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",Unknown,2021-07-22 00:00:00,2013,TV-Y7,64 min,Children & Family Movies,Children & Family Movies
s413,Chhota Bheem and the Incan Adventure,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",Unknown,2021-07-22 00:00:00,2013,TV-Y7,65 min,Children & Family Movies,Children & Family Movies
s414,Chhota Bheem and The ShiNobi Secret,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",Unknown,2021-07-22 00:00:00,2013,TV-Y7,64 min,Children & Family Movies,Children & Family Movies
s415,Chhota Bheem Aur Hanuman,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",Unknown,2021-07-22 00:00:00,2012,TV-Y7,68 min,Children & Family Movies,Children & Family Movies
s416,Chhota Bheem aur Krishna,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Arun Shekher, Sanchit Wartak",India,2021-07-22 00:00:00,2009,TV-Y7,68 min,Children & Family Movies,Children & Family Movies
s417,Chhota Bheem aur Krishna vs Zimbara,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",Unknown,2021-07-22 00:00:00,2013,TV-Y7,64 min,Children & Family Movies,Children & Family Movies
s418,Chhota Bheem in African Safari,Binayak Das,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadwaj, Rajesh Kava",Unknown,2021-07-22 00:00:00,2015,TV-Y7,62 min,Children & Family Movies,Children & Family Movies
s419,Chhota Bheem Ka Roosi Romanch,"Arpan Sarkar, Shyamal Chaulia","Julie Tejwani, Sabina Malik, Jigna Bharadwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kava, Raju",Unknown,2021-07-22 00:00:00,2019,TV-Y,63 min,Children & Family Movies,Children & Family Movies
s420,Chhota Bheem: Bheem vs Aliens,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",Unknown,2021-07-22 00:00:00,2010,TV-Y7,69 min,"Children & Family Movies, Sports Movies",Children & Family Movies
s421,Chhota Bheem: Dholakpur to Kathmandu,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",Unknown,2021-07-22 00:00:00,2012,TV-Y7,70 min,Children & Family Movies,Children & Family Movies
s422,Chhota Bheem: Dus Pe Dus,"Rajiv Chilaka, Owll Mina","Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",Unknown,2021-07-22 00:00:00,2014,TV-Y7,63 min,Children & Family Movies,Children & Family Movies
s423,Chhota Bheem: Journey to Petra,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava",Unknown,2021-07-22 00:00:00,2011,TV-Y7,68 min,Children & Family Movies,Children & Family Movies
s424,Chhota Bheem: Master of Shaolin,Rajiv Chilaka,"Pooja Punabi, Mausam, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Parigna Pandya",Unknown,2021-07-22 00:00:00,2011,TV-Y7,74 min,Children & Family Movies,Children & Family Movies
s425,Chhota Bheem: The Rise of Kirmada,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",Unknown,2021-07-22 00:00:00,2012,TV-Y7,68 min,Children & Family Movies,Children & Family Movies
s427,Cousins,"Ainsley Gardiner, Briar Grace-Smith","Rachel House, Briar Grace-Smith, Tanea Heke, Tioreore Ngatai-Melbourne, Ana Scotney, Hariata Moriarty, Chelsie Preston Crayford, Sylvia Rands",New Zealand,2021-07-22 00:00:00,2021,TV-MA,99 min,Dramas,Dramas
s428,Wannabe Courageous,Mahmoud Karim,"Ramez Galal, Jamila Awad, Bayoumi Fouad, Mohamed Abdel-Rahman, Mohammed Tharwat, Maha Abou Ouf, Noor Kadri, Elshahat Mabrouk, Badriyyah Tulbah, Taher Abu Lela, Sara Derzawy",Unknown,2021-07-22 00:00:00,2019,TV-14,90 min,Comedies,Comedies
s429,Words Bubble Up Like Soda Pop,Kyohei Ishiguro,"Somegoro Ichikawa, Hana Sugisaki, Megumi Han, Natsuki Hanae, Yuuichirou Umehara, Megumi Nakajima, Sumire Morohoshi, Hiroshi Kamiya, Maaya Sakamoto, Koichi Yamadera, Kikuko Inoue",Unknown,2021-07-22 00:00:00,2021,TV-G,87 min,"Anime Features, Children & Family Movies",Anime Features
s430,Sanitation Day,Seyi Babatope,"Blossom Chukwujekwu, Elozonam Ogbolu, Nse Ikpe-Etim, Belinda Effah, Saeed Mohammed, Chukwuemeka Okoroafor, Kunle Fawole, Chris Okagbue, Adebayo Salami, Charles Inojie, Elvina Ibru, Tobi Bakare",Nigeria,2021-07-21 00:00:00,2020,TV-14,105 min,"Dramas, Thrillers",Dramas
s433,Trollhunters: Rise of the Titans,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco","Emile Hirsch, Lexi Medrano, Charlie Saxton, Kelsey Grammer, Fred Tatasciore, Steven Yeun, Cole Sand, Amy Landecker, Jonathan Hyde, Thomas F. Wilson, Lauren Tom, Diego Luna, Tatiana Maslany, Nick Offerman, Nick Frost, Colin O'Donoghue, Alfred Molina, Piotr Michael, Kay Bess, Angel Lin, James Hong",Unknown,2021-07-21 00:00:00,2021,TV-Y7,106 min,Children & Family Movies,Children & Family Movies
s434,Milkwater,Morgan Ingari,"Molly Bernard, Patrick Breen, Robin de Jesús, Ava Eisenson, Ade Otukoya",United States,2021-07-20 00:00:00,2020,TV-MA,102 min,"Comedies, Dramas, Independent Movies",Comedies
s437,The Tambour of Retribution,Abdulaziz Alshlahei,"Faisal Al Dokhei, Adwa Fahad, Muhand Alsaleh, Rawya Ahmed, Ajeba Aldosary, Aly Ibrahim, Samer Elkhal, Hashem Hawsawi, Ibrahim Mesisebi, Shabib Alkhaleefa, Abdulateif Saud, Nada Alshehry, Dhay Nasser",Saudi Arabia,2021-07-19 00:00:00,2021,TV-14,91 min,"Dramas, Romantic Movies",Dramas
s438,Cosmic Sin,Edward Drake,"Frank Grillo, Bruce Willis, Brandon Thomas Lee, Corey Large, Perrey Reeves, C.J. Perry, Lochlyn Munro, Costas Mandylor, Adelaide Kane, Eva De Dominici, Sarah May Sommers, Trevor Gretzky",United States,2021-07-17 00:00:00,2021,R,88 min,Action & Adventure,Action & Adventure
s439,2 Weeks in Lagos,Kathryn Fasegha,"Beverly Naya, Mawuli Gavor, Ajoke Silva, Jide Kosoko, Toyin Abraham, Okey Uzoeshi, Deyemi Okanlawon, Shaffy Bello, Tina Mba, Efe Irele",Unknown,2021-07-16 00:00:00,2020,TV-PG,107 min,"Dramas, Romantic Movies",Dramas
s440,Deep,"Sita Likitvanichkul, Jetarin Ratanaserikiat, Apirak Samudkitpaisan, Thanabodee Uawithya, Adirek Wattaleela","Panisara Rikulsurakan, Kay Lertsittichai, Supanaree Sutavijitvong, Krit Jeerapattananuwong, Warisara Jitpreedasakul, Dujdao Vadhanapakorn, Kim Waddoup, Philaiwan Khamphirathat, Wongsakorn Rassamitat, Bhumibhat Thavornsiri",Thailand,2021-07-16 00:00:00,2021,TV-MA,101 min,"Dramas, Thrillers",Dramas
s442,Fear Street Part 3: 1666,Leigh Janiak,"Kiana Madeira, Ashley Zukerman, Gillian Jacobs, Olivia Scott Welch, Benjamin Flores Jr., Darrell Britt-Gibson, Sadie Sink, Emily Rudd, McCabe Slye, Julia Rehwald, Fred Hechinger, Jordana Spiro, Jordyn DiNatale",Unknown,2021-07-16 00:00:00,2021,R,114 min,"Horror Movies, LGBTQ Movies",Horror Movies
s444,La ley de Herodes,Luis Estrada,"Damián Alcázar, Pedro Armendáriz Jr., Delia Casanova, Juan Carlos Colombo, Alex Cox, Guillermo Gil, Ernesto Gómez Cruz, Leticia Huijara, Luis de Icaza, Eduardo López Rojas, Manuel Ojeda, Salvador Sánchez, Evangelina Sosa, Isela Vega",Unknown,2021-07-16 00:00:00,1999,R,123 min,Comedies,Comedies
s446,The Beguiled,Sofia Coppola,"Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Oona Laurence, Angourie Rice, Addison Riecke, Emma Howard",United States,2021-07-16 00:00:00,2017,R,94 min,"Dramas, Independent Movies, Thrillers",Dramas
s447,The Book of Henry,Colin Trevorrow,"Naomi Watts, Jaeden Martell, Jacob Tremblay, Sarah Silverman, Dean Norris, Lee Pace, Maddie Ziegler, Tonya Pinkins, Bobby Moynihan, Geraldine Hughes",United States,2021-07-16 00:00:00,2017,PG-13,105 min,Dramas,Dramas
s448,The Twilight Saga: Breaking Dawn: Part 1,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Billy Burke, Peter Facinelli, Elizabeth Reaser, Kellan Lutz, Nikki Reed, Jackson Rathbone, Ashley Greene",United States,2021-07-16 00:00:00,2011,PG-13,117 min,"Dramas, Romantic Movies",Dramas
s449,The Twilight Saga: Breaking Dawn: Part 2,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli, Elizabeth Reaser, Ashley Greene, Jackson Rathbone, Kellan Lutz, Nikki Reed, Billy Burke",United States,2021-07-16 00:00:00,2012,PG-13,115 min,"Dramas, Romantic Movies",Dramas
s450,The Twilight Saga: Eclipse,David Slade,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Bryce Dallas Howard, Billy Burke, Dakota Fanning, Peter Facinelli, Elizabeth Reaser, Jackson Rathbone, Kellan Lutz, Ashley Greene, Nikki Reed",United States,2021-07-16 00:00:00,2010,PG-13,124 min,"Dramas, Romantic Movies",Dramas
s451,The Twilight Saga: New Moon,Chris Weitz,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Ashley Greene, Rachelle Lefevre, Billy Burke, Michael Sheen, Dakota Fanning, Peter Facinelli, Elizabeth Reaser, Jackson Rathbone, Kellan Lutz, Nikki Reed, Edi Gathegi",United States,2021-07-16 00:00:00,2009,PG-13,131 min,"Dramas, Romantic Movies",Dramas
s452,Twilight,Catherine Hardwicke,"Kristen Stewart, Robert Pattinson, Billy Burke, Peter Facinelli, Elizabeth Reaser, Cam Gigandet, Ashley Greene, Anna Kendrick, Nikki Reed, Taylor Lautner, Jackson Rathbone, Kellan Lutz",United States,2021-07-16 00:00:00,2008,PG-13,122 min,"Action & Adventure, Dramas, Romantic Movies",Action & Adventure
s453,A Perfect Fit,Hadrah Daeng Ratu,"Nadya Arina, Refal Hady, Giorgino Abraham, Anggika Bolsterli, Laura Theux, Christine Hakim, Unique Priscilla, Karina Suwandi, Mathias Muchus, Ayu Laksmi, I Made Sidia, Dominique Sanda, Bryan Domani, Wafda Saifan, Yayu Unru, Dave Hendrik",Indonesia,2021-07-15 00:00:00,2021,TV-PG,113 min,"Comedies, Dramas",Comedies
s455,Cheech & Chong's Still Smokin,Tommy Chong,"Cheech Marin, Tommy Chong, Susan Hahn, Carol van Herwijnen, Shireen Strooker",Unknown,2021-07-15 00:00:00,1983,TV-MA,91 min,"Comedies, Cult Movies",Comedies
s456,Emicida: AmarElo - Live in São Paulo,Fred Ouro Preto,Emicida,Unknown,2021-07-15 00:00:00,2021,TV-MA,100 min,"Documentaries, Music & Musicals",Documentaries
s458,Lift Like a Girl,Mayye Zayed,Unknown,Egypt,2021-07-15 00:00:00,2021,TV-PG,93 min,"Documentaries, Sports Movies",Documentaries
s459,My Amanda,Alessandra de Rossi,"Piolo Pascual, Alessandra de Rossi, KC Montero, Alex Medina, Jess Mendoza, Helga Krapf, Joyce Ann Burton, Luz Valdez",Unknown,2021-07-15 00:00:00,2021,TV-14,90 min,"Dramas, Romantic Movies",Dramas
s461,Surf's Up,"Ash Brannon, Chris Buck","Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder, James Woods, Diedrich Bader, Mario Cantone, Kelly Slater, Rob Machado, Sal Masekela",United States,2021-07-15 00:00:00,2007,PG,86 min,"Children & Family Movies, Comedies, Sports Movies",Children & Family Movies
s462,The Unknown Saint,Alaa Eddine Aljem,"Younes Bouab, Salah Bensalah, Bouchaib Essamak, Mohamed Naimane, Anas Elbaz, Hassan Ben Badida, Abdelghani Kitab, Ahmed Yarziz, Rachid El Adouani, Mohamed El Moutamassik, Abdel Ghani Benizza, Adam Morjany",Unknown,2021-07-15 00:00:00,2019,TV-14,100 min,"Comedies, Dramas, Independent Movies",Comedies
s463,This Changes Everything,Tom Donahue,Unknown,United States,2021-07-15 00:00:00,2019,TV-MA,96 min,Documentaries,Documentaries
s464,A Classic Horror Story,"Roberto De Feo, Paolo Strippoli","Matilda Lutz, Francesco Russo, Peppino Mazzotta, Will Merrick, Yuliia Sobol, Alida Baldari Calabria, Cristina Donadio, Francesca Cavallin",Italy,2021-07-14 00:00:00,2021,TV-MA,95 min,Horror Movies,Horror Movies
s465,Gunpowder Milkshake,Navot Papushado,"Karen Gillan, Lena Headey, Carla Gugino, Chloe Coleman, Michelle Yeoh, Angela Bassett, Paul Giamatti, Ralph Ineson, Adam Nagaitis, Michael Smiley, Freya Allan",Unknown,2021-07-14 00:00:00,2021,R,115 min,"Action & Adventure, Comedies",Action & Adventure
s468,Private Network: Who Killed Manuel Buendía?,Manuel Alcalá,Daniel Giménez Cacho,Unknown,2021-07-14 00:00:00,2021,TV-MA,100 min,Documentaries,Documentaries
s469,The Guide to the Perfect Family,Ricardo Trogi,"Louis Morissette, Émilie Bierre, Catherine Chabot, Xavier Lebel, Isabelle Guérard, Gilles Renaud, Alexandre Goyette, Jean-Carl Boucher, Louise Portal",Unknown,2021-07-14 00:00:00,2021,TV-MA,102 min,"Comedies, Dramas",Comedies
s470,American Woman,Semi Chellas,"Hong Chau, Sarah Gadon, John Gallagher Jr., Lola Kirke, Ellen Burstyn, David Cubitt, Jordan Pettle, Richard Walters",United States,2021-07-13 00:00:00,2019,TV-MA,87 min,"Dramas, Independent Movies",Dramas
s471,Bridgerton - The Afterparty,Unknown,"David Spade, London Hughes, Fortune Feimster",Unknown,2021-07-13 00:00:00,2021,TV-14,39 min,Movies,Movies
s472,Day of Destiny,"Akay Mason, Abosi Ogba","Olumide Oworu, Denola Grey, Gbemi Akinlade, Jide Kosoko, Ireti Doyle, Norbert Young, Toyin Abraham, Blossom Chukwujekwu, Broda Shaggi, Ini Dima-Okojie, Deyemi Okanlawon",Unknown,2021-07-13 00:00:00,2021,TV-PG,110 min,"Children & Family Movies, Dramas",Children & Family Movies
s474,Born to Play,Viridiana Lieberman,Unknown,United States,2021-07-12 00:00:00,2020,TV-MA,93 min,"Documentaries, Sports Movies",Documentaries
s475,American Ultra,Nima Nourizadeh,"Jesse Eisenberg, Kristen Stewart, Topher Grace, Connie Britton, Walton Goggins, John Leguizamo, Bill Pullman, Tony Hale, Lavell Crawford, Stuart Greer",United States,2021-07-10 00:00:00,2015,R,96 min,"Action & Adventure, Comedies",Action & Adventure
s476,The Stand-Up,Daniel Růžička,"Iva Pazderková, Lukáš Pavlásek, Daniel Čech, Petr Cerha, Ondřej Havlík, Radek Petráš, Zbyněk Vičar, Pavel Tomeš, Nela Berg",Unknown,2021-07-10 00:00:00,2019,TV-MA,93 min,Stand-Up Comedy,Stand-Up Comedy
s477,The Tour,Juraj Šajmovič,"Miloš Knor, Lukáš Pavlásek, Tomáš Matonoha, Ester Kočičková, Michal Kavalčík, Richard Nedvěd",Unknown,2021-07-10 00:00:00,2016,TV-MA,93 min,"Comedies, Documentaries",Comedies
s480,Fear Street Part 2: 1978,Leigh Janiak,"Sadie Sink, Emily Rudd, Ryan Simpkins, McCabe Slye, Ted Sutherland, Jordana Spiro, Gillian Jacobs, Kiana Madeira, Benjamin Flores Jr., Ashley Zukerman, Olivia Scott Welch, Chiara Aurelia, Jordyn DiNatale",Unknown,2021-07-09 00:00:00,2021,R,111 min,Horror Movies,Horror Movies
s481,Finding Hubby,Femi D. Ogunsanwo,"Ade Laoye, Munachi Abii, Kehinde Bankole, Charles Etubiebi, Paul Utomi, Efa Iwara, Tina Mba, Tope Tedela, Demi Banwo, Teniola Aladese, Delroy Norman, Omowunmi Dada",Unknown,2021-07-09 00:00:00,2020,TV-14,105 min,"Comedies, Dramas",Comedies
s482,How I Became a Superhero,Douglas Attal,"Pio Marmaï, Vimala Pons, Benoît Poelvoorde, Leïla Bekhti, Swann Arlaud, Gilles Cohen, Léonie Souchaud, Camille Japy, Louis Peres, Théo Christine",Unknown,2021-07-09 00:00:00,2021,TV-MA,101 min,"Action & Adventure, Dramas",Action & Adventure
s484,Last Summer,Unknown,"Fatih Şahin, Ece Çeşmioğlu, Halit Özgür Sarı, Aslıhan Malbora, Eray Ertüren, Eren Ören, Ozan Kaya Oktu, Talha Öztürk, Merve Nur Bengi, Sümeyye Aydoğan",Unknown,2021-07-09 00:00:00,2021,TV-MA,102 min,"Dramas, Romantic Movies",Dramas
s485,Lee Su-geun: The Sense Coach,Kim Joo-hyung,Lee Su-geun,Unknown,2021-07-09 00:00:00,2021,TV-G,46 min,Stand-Up Comedy,Stand-Up Comedy
s486,Lethal Love,Avi Federgreen,"David Pinard, Joelle Farrow, Torri Higginson, Tommie-Amber Pirie",Unknown,2021-07-09 00:00:00,2021,TV-14,89 min,Thrillers,Thrillers
s487,Ratchet and Clank,"Jericca Cleland, Kevin Munroe","Paul Giamatti, John Goodman, Bella Thorne, Rosario Dawson, Jim Ward, Armin Shimerman, Vincent Tong, Andrew Cownden, James Arnold Taylor, David Kaye, Sylvester Stallone",Hong Kong,2021-07-09 00:00:00,2016,PG,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Children & Family Movies
s490,Back to Q82,Ahmed Siddiqui,"Jassim Al Nabhan, Abdel Imam Abdullah, Abdulaziz El Nassar, Khalid Muthafar, Amal Anbari, Ali Al-Hamdaan, El Hussein Abd, Nawaf Al Shemmeri, Bashar Abd Alah, Naser Albouloshy",Kuwait,2021-07-08 00:00:00,2017,TV-14,104 min,Comedies,Comedies
s492,Home Again,Hallie Meyers-Shyer,"Reese Witherspoon, Michael Sheen, Candice Bergen, Nat Wolff, Jon Rudnitsky, Pico Alexander, Lake Bell, Reid Scott, Dolly Wells, Lola Flanery, Eden Grace Redfield, P.J. Byrne",United States,2021-07-08 00:00:00,2017,PG-13,97 min,"Comedies, Dramas, Romantic Movies",Comedies
s493,Midnight Sun,Scott Speer,"Bella Thorne, Patrick Schwarzenegger, Rob Riggle, Quinn Shephard, Suleka Mathew, Tiera Skovbye, Ken Tremblett, Norm Misura, Austin Obiajunwa, Nicholas Coombe",United States,2021-07-08 00:00:00,2018,PG-13,91 min,"Dramas, Romantic Movies",Dramas
s495,Rock the Kasbah,Barry Levinson,"Bill Murray, Kate Hudson, Zooey Deschanel, Danny McBride, Scott Caan, Leem Lubany, Bruce Willis, Arian Moayed, Taylor Kinney, Glenn Fleshler",United States,2021-07-08 00:00:00,2015,R,106 min,"Comedies, Music & Musicals",Comedies
s496,Awon Boyz,Tolulope Itegboje,Unknown,Unknown,2021-07-07 00:00:00,2019,TV-MA,38 min,Documentaries,Documentaries
s497,Brick Mansions,Camille Delamarre,"Paul Walker, David Belle, RZA, Gouchy Boy, Catalina Denis, Ayisha Issa, Carlo Rota, Andreas Apergis, Richard Zeman, Robert Maillet",France,2021-07-07 00:00:00,2014,PG-13,90 min,Action & Adventure,Action & Adventure
s499,Clash,Pascal Atuma,"Omoni Oboli, Brian Hooks, Stephanie Linus, Merlisa Determined, Pascal Atuma, Derel Isaac, Naima Sundiata, Chealse Howell, Dashawn Francis, Percy Anane-Dwumfour",Unknown,2021-07-07 00:00:00,2020,TV-MA,87 min,Dramas,Dramas
s501,Major Grom: Plague Doctor,Oleg Trofim,"Tikhon Zhiznevskiy, Lyubov Aksyonova, Alexei Maklakov, Aleksandr Seteykin, Sergei Goroshko, Dmitriy Chebotarev, Mikhail Evlanov, Oleg Chugunov, Vitali Khayev, Anton Bogdanov, Nikita Kologrivy, Yuriy Nasonov",Unknown,2021-07-07 00:00:00,2021,TV-MA,138 min,Action & Adventure,Action & Adventure
s502,Mama Drama,Seyi Babatope,"Osas Ighodaro, Kunle Remi, Kehinde Bankole, Femi Adebayo, Shaffy Bello, Adunni Ade, Chinyere Wilfred, Olive Emodi, Rekiya Attah, Opeyemi Ayeola",Unknown,2021-07-07 00:00:00,2020,TV-MA,105 min,Dramas,Dramas
s503,Tango With Me,Mahmood Ali-Balogun,"Genevieve Nnaji, Joseph Benjamin, Joke Silva, Tina Mba, Ahmed Yerima, Bimbo Manuel, Sade Alder-Hayes",Nigeria,2021-07-07 00:00:00,2010,TV-14,104 min,"Dramas, Romantic Movies",Dramas
s506,Therapy,"Anurin Nwunembom, Musing Derrick","Richard Mofe-Damijo, Ireti Doyle, Ermelinde Simo Sakah Jing, Alenne Menget, Syndy Emade, Lucie Memba Boss, Neba Godwill Awantu, Otia Vitalis, Flora Ndula Obassi, Merits Kayla",Unknown,2021-07-07 00:00:00,2020,TV-PG,85 min,Dramas,Dramas
s507,This Little Love Of Mine,Christine Luby,"Saskia Hampele, Liam McIntyre, Lynn Gilmartin, Craig Horner",Australia,2021-07-07 00:00:00,2021,TV-G,92 min,Romantic Movies,Romantic Movies
s508,Three Thieves,Udoka Oyeka,"Koye Kekere Ekun, Shawn Faqua, Frank Donga, Lucianne Akpabio, Shaffy Bello, Angel Unigwe, Kalu Ikeagwu, Enado Odigie, Wofai Egu Ewa, Eric Obinna",Unknown,2021-07-07 00:00:00,2019,TV-14,108 min,Comedies,Comedies
s509,A Land Imagined,Yeo Siew Hua,"Peter Yu, Liu Xiaoyi, Guo Yue, Ishtiaque Zico, Jack Tan",France,2021-07-06 00:00:00,2019,TV-MA,95 min,Dramas,Dramas
s519,Har Kisse Ke Hisse: Kaamyaab,Hardik Mehta,"Sanjay Mishra, Deepak Dobriyal, Sarika Singh, Isha Talwar, Avtar Gill, Kaurwakee Vashistha, Amitabh Srivastava, Vikas Verma",India,2021-07-06 00:00:00,2020,TV-14,105 min,Dramas,Dramas
s529,Rehmataan,"Rajveer Singh Maan, Harpeet Singh","Guggu Gill, Sukhjinder Shera, Surinder Shinda, Deep Dhillon, Jasmine Jassi, Gurvinder Brar, Razia Sukhvir, Raj Virk",India,2021-07-06 00:00:00,2012,TV-14,116 min,"Dramas, Romantic Movies",Dramas
s530,Return of the Prodigal Son,Youssef Chahine,"Majida El Roumi, Souheir El Morshidy, Shoukry Sarhan, Huda Sultan, Mahmoud El Meleigy, Ahmad Mehrez, Hesham Selim",Egypt,2021-07-06 00:00:00,1976,TV-MA,124 min,Dramas,Dramas
s532,Rise: Ini Kalilah,"Saw Teong Hin, Nik Amir Mustapha, M.S. Prem Nath","Remy Ishak, Mira Filzah, Jack Tan, Sangeeta Krishnasamy, Shashi Tharan, Mark O'Dea, Jenn Chia, Sharifah Sakinah",Malaysia,2021-07-06 00:00:00,2018,TV-PG,101 min,Dramas,Dramas
s535,Si Doel the Movie 2,Rano Karno,"Maudy Koesnaedi, Rano Karno, Cornelia Agatha, Mandra Naih, Aminah Tjendrakasih, Suty Karno, Adam Jagwani",Indonesia,2021-07-06 00:00:00,2019,TV-G,95 min,Dramas,Dramas
s542,Truckbhar Swapna,Pramod Pawar,"Makrand Deshpande, Kranti Redkar, Mukesh Rishi, Manoj Joshi, Smita Tambe, Aaditi Pohankar, Sahil Gilbile, Jyoti Joshi",India,2021-07-06 00:00:00,2018,TV-14,128 min,"Comedies, Dramas",Comedies
s543,Ujala,Naresh Saigal,"Mala Sinha, Shammi Kapoor, Raaj Kumar, Leela Chitnis, Dhumal, Kumkum",India,2021-07-06 00:00:00,1959,TV-14,143 min,Dramas,Dramas
s551,Fear Street Part 1: 1994,Leigh Janiak,"Kiana Madeira, Olivia Scott Welch, Benjamin Flores Jr., Julia Rehwald, Fred Hechinger, Ashley Zukerman, Maya Hawke, Darrell Britt-Gibson, Jordana Spiro, Jordyn DiNatale",Unknown,2021-07-02 00:00:00,2021,R,107 min,"Horror Movies, LGBTQ Movies",Horror Movies
s552,Haseen Dillruba,Vinil Mathew,"Taapsee Pannu, Vikrant Massey, Harshvardhan Rane, Aditya Srivastava, Ashish Verma, Yamini Das, Daya Shankar Pandey",India,2021-07-02 00:00:00,2021,TV-MA,136 min,"Romantic Movies, Thrillers",Romantic Movies
s553,Holiday on Mars,Neri Parenti,"Christian De Sica, Massimo Boldi, Lucia Mascino, Milena Vukotic, Paola Minaccioni, Herbert Ballerina, Denise Tantucci, Fiammetta Cicogna, Francesco Bruni, Alessandro Bisegna",Unknown,2021-07-02 00:00:00,2020,TV-MA,94 min,Comedies,Comedies
s555,RattleSnake - The Ahanna Story,Ramsey Nouah,"Stan Nze, Osas Ighodaro, Bucci Franklin, Odera Adimorah, Efa Iwara, Emeka Nwagbaraocha, Elma Mbadiwe, Norbert Young, Brutus Richard, Chinyere Wilfred, Sonny McDon, Chiwetalu Agu",Nigeria,2021-07-02 00:00:00,2020,TV-MA,136 min,"Dramas, Thrillers",Dramas
s556,Snowpiercer,Bong Joon Ho,"Chris Evans, Song Kang-ho, Ed Harris, John Hurt, Tilda Swinton, Jamie Bell, Octavia Spencer, Ewen Bremner, Alison Pill, Adnan Haskovic, Vlad Ivanov, Ko A-sung, Luke Pasqualino",South Korea,2021-07-02 00:00:00,2013,R,126 min,"Action & Adventure, Cult Movies",Action & Adventure
s557,The 8th Night,Kim Tae-hyung,"Lee Sung-min, Park Hae-joon, Kim You-jung, Nam Da-reum, Choi Jin-ho, Kim Dong-yeong, Lee Eal",South Korea,2021-07-02 00:00:00,2021,TV-14,116 min,"Horror Movies, Thrillers",Horror Movies
